TERMOKKOD	TERMEKNEV	KEP 1	KEP 2	KEP 3
TMHS 100	SKF hidraulikus orsó karral központosítóval (100kN	https://cdn.skfmediahub.skf.com/api/public/0901d1968010bcdc/png_highpreview/0901d1968010bcdc_png_highpreview.png		
TMHS 75	SKF hidraulikus orsó karral központosítóval (75kN)	https://cdn.skfmediahub.skf.com/api/public/0901d1968010bcdc/png_highpreview/0901d1968010bcdc_png_highpreview.png		
TMJL 100	SKF hidraulikus pumpa 100MPa	https://cdn.skfmediahub.skf.com/api/public/0901d19680107615/png_highpreview/0901d19680107615_png_highpreview.png		
TMJL 50	SKF hidraulikus pumpa 50MPa	https://cdn.skfmediahub.skf.com/api/public/0901d19680107617/png_highpreview/0901d19680107617_png_highpreview.png		
729124	SKF hidraulikus pumpa, 100MPa	https://cdn.skfmediahub.skf.com/api/public/0901d19680107616/png_highpreview/0901d19680107616_png_highpreview.png		
729124 DU	SKF hidraulikus pumpa, 100MPa digit. nyomásmérővel	https://cdn.skfmediahub.skf.com/api/public/09402887306369a6/png_highpreview_800/09402887306369a6_png_highpreview_800.png		
728619 E	SKF hidraulikus pumpa, 150MPa	https://cdn.skfmediahub.skf.com/api/public/0901d19680107614/png_highpreview/0901d19680107614_png_highpreview.png		
THAP 300E	SKF hidraulikus pumpa, 300MPa	https://cdn.skfmediahub.skf.com/api/public/0901d19680c7b5ee/png_highpreview/0901d19680c7b5ee_png_highpreview.png		
THAP 400E	SKF hidraulikus pumpa, 400MPa	https://cdn.skfmediahub.skf.com/api/public/0901d19680c7b5f1/png_highpreview/0901d19680c7b5f1_png_highpreview.png		
TMHP 50/140	SKF hidraulikus rásegítésű lehúzó L=140, D=310-506	https://cdn.skfmediahub.skf.com/api/public/0949b6bde2b78ca2/png_highpreview/0949b6bde2b78ca2_png_highpreview.png		
TMHP 30/170	SKF hidraulikus rásegítésű lehúzó L=170, D=290-500	https://cdn.skfmediahub.skf.com/api/public/094de89fefe0f092/png_highpreview/094de89fefe0f092_png_highpreview.png		
TMHP 15/260	SKF hidraulikus rásegítésű lehúzó L=264, D=195-386	https://cdn.skfmediahub.skf.com/api/public/09437d98b920ceda/png_highpreview/09437d98b920ceda_png_highpreview.png		
TMHP 50/320	SKF hidraulikus rásegítésű lehúzó L=320, D=310-506	https://cdn.skfmediahub.skf.com/api/public/0940e186b646fd20/png_highpreview/0940e186b646fd20_png_highpreview.png		
TMHP 30/350	SKF hidraulikus rásegítésű lehúzó L=350, D=290-500	https://cdn.skfmediahub.skf.com/api/public/094dafa479cff8c8/png_highpreview/094dafa479cff8c8_png_highpreview.png		
TMHP 50/570	SKF hidraulikus rásegítésű lehúzó L=570, D=310-506	https://cdn.skfmediahub.skf.com/api/public/094e508dc09296c2/png_highpreview/094e508dc09296c2_png_highpreview.png		
TMHP 30/600	SKF hidraulikus rásegítésű lehúzó L=600, D=290-500	https://cdn.skfmediahub.skf.com/api/public/0943099de21e1239/png_highpreview/0943099de21e1239_png_highpreview.png		
LAGG 18AE	SKF hordozható zsírzópumpa 18kg-os hordóhoz	https://cdn.skfmediahub.skf.com/api/public/0901d1968010724b/png_highpreview/0901d1968010724b_png_highpreview.png		
TMMR 16/20XL-1	SKF hosszabító kar + csúcs TMMR 160F és 200F-hez	https://cdn.skfmediahub.skf.com/api/public/0901d196807ef380/png_highpreview/0901d196807ef380_png_highpreview.png		
TMMR 16/35XL-4	SKF hosszabító kar TMMR-hez (125mm-es bővítés)	https://cdn.skfmediahub.skf.com/api/public/0901d196807ef381/png_highpreview/0901d196807ef381_png_highpreview.png		
TMBA G11H	SKF hőálló és olajálló kesztyű, 250°C-ig	https://cdn.skfmediahub.skf.com/api/public/0901d196800e33db/png_highpreview/0901d196800e33db_png_highpreview.png		
TMBA G11	SKF hőálló kesztyű, 150°C-ig	https://cdn.skfmediahub.skf.com/api/public/0901d196800e33da/png_highpreview/0901d196800e33da_png_highpreview.png		
TMBA G11ET	SKF hőálló kesztyű, 500°C-ig	https://cdn.skfmediahub.skf.com/api/public/0901d196800e33ec/png_highpreview/0901d196800e33ec_png_highpreview.png		
TKDT 10	SKF hőmérő, tapintós, LCD kijelző	https://cdn.skfmediahub.skf.com/api/public/0901d196802d3a63/png_highpreview/0901d196802d3a63_png_highpreview.png		
TMDT 2-39	SKF huzalszonda kerémia szigeteléssel (1350°C)	https://cdn.skfmediahub.skf.com/api/public/094f78ba05dbf3cd/png_highpreview/094f78ba05dbf3cd_png_highpreview.png		
TMDT 2-38	SKF huzalszonda üvegszálas szigeteléssel (300°C)	https://cdn.skfmediahub.skf.com/api/public/094407aeb9a0e821/png_highpreview/094407aeb9a0e821_png_highpreview.png		
TWIM 15/230V	SKF indukciós melegítő, hordozható, 220-240V (10A)	https://cdn.skfmediahub.skf.com/api/public/0901d19680951530/png_highpreview/0901d19680951530_png_highpreview.png		
TMBH 5/230V	SKF indukciós melegítő, hordozható, 220-240V (2A)	https://cdn.skfmediahub.skf.com/api/public/094ec4ac776e8e45/png_highpreview/094ec4ac776e8e45_png_highpreview.png		
TIH 030M/110V	SKF indukciós melegítő, kis méret, 100-120V	https://cdn.skfmediahub.skf.com/api/public/0901d196800e33e4/png_highpreview/0901d196800e33e4_png_highpreview.png		
TIH 030M/230V	SKF indukciós melegítő, kis méret, 200-240V	https://cdn.skfmediahub.skf.com/api/public/0901d196800e33e4/png_highpreview/0901d196800e33e4_png_highpreview.png		
TIH 100M/230V	SKF indukciós melegítő, közepes méret, 200-240V	https://cdn.skfmediahub.skf.com/api/public/0901d196800e33e1/png_highpreview/0901d196800e33e1_png_highpreview.png		
TIH 100M/MV	SKF indukciós melegítő, közepes méret, 400-460V	https://cdn.skfmediahub.skf.com/api/public/0901d196800e33e1/png_highpreview/0901d196800e33e1_png_highpreview.png		
TIH 220M/LV	SKF indukciós melegítő, nagy méret, 200-230V	https://cdn.skfmediahub.skf.com/api/public/0901d196800e33e8/png_highpreview/0901d196800e33e8_png_highpreview.png		
TIH 220M/MV	SKF indukciós melegítő, nagy méret, 400-460V	https://cdn.skfmediahub.skf.com/api/public/0901d196800e33e8/png_highpreview/0901d196800e33e8_png_highpreview.png		
TIH P20	SKF indukciós melegítőhöz mágneses hőmérő szenzor	https://cdn.skfmediahub.skf.com/api/public/094b70885b787a53/png_highpreview/094b70885b787a53_png_highpreview.png		
TKTL 21	SKF infravörös és tapintó hőmérő	https://cdn.skfmediahub.skf.com/api/public/0901d196809c4b0d/png_highpreview/0901d196809c4b0d_png_highpreview.png		
TKTL 31	SKF infravörös és tapintó hőmérő (nagy pontosságú)	https://cdn.skfmediahub.skf.com/api/public/0901d196809c4b14/png_highpreview/0901d196809c4b14_png_highpreview.png		
TKTL 40	SKF infravörös és tapintó hőmérő készlet	https://cdn.skfmediahub.skf.com/api/public/0901d196802d0e56/png_highpreview/0901d196802d0e56_png_highpreview.png		
TKTL 11	SKF infravörös hőmérő	https://cdn.skfmediahub.skf.com/api/public/0901d196809c4a32/png_highpreview/0901d196809c4a32_png_highpreview.png		
GAC, GX	SKF karbantartásmentes axiális gömbcsukló	https://cdn.skfmediahub.skf.com/api/public/094f02b9f411fc86/png_highpreview/094f02b9f411fc86_png_highpreview.png	https://cdn.skfmediahub.skf.com/api/public/0901d196803d02b8/svg_preview/0901d196803d02b8_svg_preview.svg	
GAC, GX	SKF karbantartásmentes axiális gömbcsukló	https://cdn.skfmediahub.skf.com/api/public/094f02b9f411fc86/png_highpreview/094f02b9f411fc86_png_highpreview.png	https://cdn.skfmediahub.skf.com/api/public/0901d196803d02b8/svg_preview/0901d196803d02b8_svg_preview.svg	
FNL ... B	SKF karimás csapágyház átmenő tengelyekhez	https://www.skf.com/webpim/0901d19680ca229c/png/0901d19680ca229c.png		
FNL ... A	SKF karimás csapágyház tengelyvégekhez	https://www.skf.com/webpim/0901d19680ca2299/png/0901d19680ca2299.png		
SIM ... MUD11 R	SKF kazettás többajkas tömítés olajkenéshez NBR	https://cdn.skfmediahub.skf.com/api/public/0901d1968036303a/png_highpreview/0901d1968036303a_png_highpreview.png		
LAPB 3X10E	SKF kefe olaj alkalmazásokhoz G1/4 30x100mm	https://cdn.skfmediahub.skf.com/api/public/094a0a9d5243298b/png_highpreview/094a0a9d5243298b_png_highpreview.png		
LAPB 3X4E1	SKF kefe olaj alkalmazásokhoz G1/4 30x40mm	https://cdn.skfmediahub.skf.com/api/public/094e4780d734bbe1/png_highpreview/094e4780d734bbe1_png_highpreview.png		
LAPB 3X7E1	SKF kefe olaj alkalmazásokhoz G1/4 30x60mm	https://cdn.skfmediahub.skf.com/api/public/094356a89b3e8dd6/png_highpreview/094356a89b3e8dd6_png_highpreview.png		
LMCG	SKF kenőzsír tengelykapcsolókhoz	https://cdn.skfmediahub.skf.com/api/public/0901d196802b33c4/png_highpreview/0901d196802b33c4_png_highpreview.png		
TMHS 5T	SKF két bővítőrúd és egy központosító csúcs	https://cdn.skfmediahub.skf.com/api/public/094b2fb513b3ba7a/png_highpreview/094b2fb513b3ba7a_png_highpreview.png		
Kúpgörgős ... DF utójel	SKF két párosított egysorú kúpgörgős csapágy X elr	https://cdn.skfmediahub.skf.com/api/public/0901d19680809880/png_highpreview/0901d19680809880_png_highpreview.png		
TMMP 2X170	SKF kétkaros lehúzó (18kN)	https://cdn.skfmediahub.skf.com/api/public/0901d196807ef5ba/png_highpreview/0901d196807ef5ba_png_highpreview.png		
TMMP 2X65	SKF kétkaros lehúzó (6kN)	https://cdn.skfmediahub.skf.com/api/public/0901d196807ef5be/png_highpreview/0901d196807ef5be_png_highpreview.png		
3200, 3300	SKF kétsoros ferdehatásvonalú golyóscsapágy	https://www.skf.com/webpim/0901d196807ff277/png/0901d196807ff277.png	https://www.skf.com/webpim/0901d19680392814/0901d19680392814.svg	
305700, 305800	SKF kétsoros vezetőgörgő	https://www.skf.com/webpim/0901d196808e4b14/png/0901d196808e4b14.png	https://www.skf.com/webpim/0901d1968037d11a/0901d1968037d11a.svg	
3200 PORVÉDŐS, 3300 PORVÉDŐS	SKF kétsorú ferdehatásvonalú golyóscsap. porvédős	https://www.skf.com/webpim/0901d196807ff26b/png/0901d196807ff26b.png	https://www.skf.com/webpim/0901d19680392820/0901d19680392820.svg	
NNU	SKF kétsorú hengerg. cs. váll nélküli belső gyűrű	https://www.skf.com/webpim/0901d1968041a256/0901d1968041a256.svg		
NN	SKF kétsorú hengerg. cs. váll nélküli külső gyűrű	https://www.skf.com/webpim/0901d196808e8c75/png/0901d196808e8c75.png	https://www.skf.com/webpim/094472b34d8cbb16/094472b34d8cbb16.svg	
BT2B	SKF kétsorú kúpgörgős csapágy	https://cdn.skfmediahub.skf.com/api/public/0901d1968081483a/png_highpreview/0901d1968081483a_png_highpreview.png		
BTH-, BTHB	SKF kétsorú kúpgörgős járműipari csapágy	https://www.skf.com/webpim/0901d1968081483a/png/0901d1968081483a.png		
4200, 4300	SKF kétsorú mélyhornyú golyóscsapágy	https://www.skf.com/webpim/0901d196807ff28e/png/0901d196807ff28e.png	https://www.skf.com/webpim/0901d1968037dcef/0901d1968037dcef.svg	
NNCL	SKF kétsorú teleg.heng.cs. vállnélküli külső gyűrű	https://www.skf.com/webpim/0901d1968039aee4/0901d1968039aee4.svg		
NNF	SKF kétsorú telegörgős hengergörgős cs. tömített	https://www.skf.com/webpim/0901d19680809838/png/0901d19680809838.png	https://www.skf.com/webpim/0940cb9f73fbe444/0940cb9f73fbe444.svg	
NNC, NNCF	SKF kétsorú telegörgős hengergörgős csapágy	https://www.skf.com/webpim/0901d19680809837/png/0901d19680809837.png		
PHE ... CRSB	SKF kettős fogazott tengelykapcsoló-agy	https://cdn.skfmediahub.skf.com/api/public/0901d19680bea1ee/png_highpreview/0901d19680bea1ee_png_highpreview.png		
LHDF 900/5	SKF kiszerelő folyadék hidr. berendezéshez (5L)	https://cdn.skfmediahub.skf.com/api/public/0901d19680107612/png_highpreview/0901d19680107612_png_highpreview.png		
TKED 1	SKF kóboráram érzékelő (elektr. kisülés detektor)	https://cdn.skfmediahub.skf.com/api/public/0901d196801080cf/png_highpreview/0901d196801080cf_png_highpreview.png		
TIH T1	SKF kocsi indukciós csapágymelegítőhöz	https://cdn.skfmediahub.skf.com/api/public/0901d196805510b2/png_highpreview/0901d196805510b2_png_highpreview.png		
LAGT 180	SKF kocsi legfeljebb 200kg-os hordóhoz	https://cdn.skfmediahub.skf.com/api/public/0901d19680107225/png_highpreview/0901d19680107225_png_highpreview.png		
TMMK	SKF kombi (lehúzó és felütő) készlet	https://cdn.skfmediahub.skf.com/api/public/0901d1968092591d/png_highpreview_800/0901d1968092591d_png_highpreview_800.png		
NKX	SKF kombinált tűgörgős/axiális golyós csapágy	https://www.skf.com/webpim/0901d19680809853/png/0901d19680809853.png	https://www.skf.com/webpim/0901d196803a0e70/0901d196803a0e70.svg	
NKX … Z	SKF kombinált tűgörgős/axiális golyós csapágy zárt	https://www.skf.com/webpim/0901d19680cb2a58/png/0901d19680cb2a58.png	https://www.skf.com/webpim/0901d196803a0e71/0901d196803a0e71.svg	
NKXR ... Z	SKF kombinált tűgörgős/axiális hengergörg.cs. zárt	https://www.skf.com/webpim/0901d19680cb2a59/png/0901d19680cb2a59.png	https://www.skf.com/webpim/0901d196803a0e75/0901d196803a0e75.svg	
NKXR	SKF kombinált tűgörgős/axiális hengergörgős csap.	https://www.skf.com/webpim/0901d19680cb2a5c/png/0901d19680cb2a5c.png	https://www.skf.com/webpim/0901d196803a0e74/0901d196803a0e74.svg	
NKIB	SKF kombinált tűgörgős/golyós csap. osztott belső	https://www.skf.com/webpim/0901d19680809852/png/0901d19680809852.png	https://www.skf.com/webpim/0901d1968039dc90/0901d1968039dc90.svg	
NKIA	SKF kombinált tűgörgős/golyós csapágy	https://www.skf.com/webpim/0901d19680cb2a56/png/0901d19680cb2a56.png	https://www.skf.com/webpim/0901d1968039dc98/0901d1968039dc98.svg	
NX	SKF kombinált tűgörgős/telegörgős csapágy zsírken.	https://www.skf.com/webpim/0901d19680cb2a5b/png/0901d19680cb2a5b.png	https://www.skf.com/webpim/0901d196803a0e6d/0901d196803a0e6d.svg	
H	SKF komplett szorítóhüvely (H+KM+MB)	https://www.skf.com/webpim/0901d1968080a142/png/0901d1968080a142.png	https://www.skf.com/webpim/0901d19680398a63/0901d19680398a63.svg	
LAPC 13	SKF konzol automata kenőberendezéshez	https://cdn.skfmediahub.skf.com/api/public/094bd8b3126eb704/png_highpreview/094bd8b3126eb704_png_highpreview.png		
LAPA 45	SKF könyök csatlakozó 45°	https://cdn.skfmediahub.skf.com/api/public/09449497da246c13/png_highpreview/09449497da246c13_png_highpreview.png		
LAPA 90	SKF könyök csatlakozó 90°	https://cdn.skfmediahub.skf.com/api/public/094739a4668cf6c9/png_highpreview/094739a4668cf6c9_png_highpreview.png		
PHE L...HUB	SKF körmös tengelykapcsoló-agy tömör furattal	https://cdn.skfmediahub.skf.com/api/public/0901d19680bea1f6/png_highpreview/0901d19680bea1f6_png_highpreview.png		
PHE L...NR	SKF körmös tengelykapcsoló, nitril betét	https://cdn.skfmediahub.skf.com/api/public/09cf8baa83f86146/png_highpreview/09cf8baa83f86146_png_highpreview.png		
PHE L...NRWRAP	SKF körmös tengelykapcsoló, nitril betét (WRAP)	https://cdn.skfmediahub.skf.com/api/public/0901d19680bea1f4/png_highpreview/0901d19680bea1f4_png_highpreview.png		
HN	SKF körmöskulcs	https://cdn.skfmediahub.skf.com/api/public/0901d196801544a9/png_highpreview_800/0901d196801544a9_png_highpreview_800.png		
HN 4-16/SET	SKF körmöskulcs készlet (10 részes)	https://cdn.skfmediahub.skf.com/api/public/0901d1968010bdfd/png_highpreview/0901d1968010bdfd_png_highpreview.png		
HN ../SNL	SKF körmöskulcs SNL csapágyházhoz	https://www.ipararuhaz.hu/img/28874/906421/906421.webp		
TMDT 2-42	SKF környezeti hőszonda	https://cdn.skfmediahub.skf.com/api/public/094d7ea5584ff497/png_highpreview/094d7ea5584ff497_png_highpreview.png		
TB	SKF kúpos szorító	https://cdn.skfmediahub.skf.com/api/public/0901d19680be9f00/png_highpreview/0901d19680be9f00_png_highpreview.png		
DMB 16/20	SKF kúposság mérő szerszám	https://cdn.skfmediahub.skf.com/api/public/0948879d37372e97/png_highpreview/0948879d37372e97_png_highpreview.png		
LAPF M1/4	SKF külső menetes csőcsatlakozó G1/4	https://cdn.skfmediahub.skf.com/api/public/094325b5f8fc0460/png_highpreview/094325b5f8fc0460_png_highpreview.png		
LAPF M1/4S	SKF külső menetes csőcsatlakozó G1/4 6x4 tömlőhöz	https://cdn.skfmediahub.skf.com/api/public/0942a28afa40a68c/png_highpreview/0942a28afa40a68c_png_highpreview.png		
LAPF M1/8S	SKF külső menetes csőcsatlakozó G1/8 6x4 tömlőhöz	https://cdn.skfmediahub.skf.com/api/public/09400e9fe081c24b/png_highpreview/09400e9fe081c24b_png_highpreview.png		
LAPF M3/8	SKF külső menetes csőcsatlakozó G3/8	https://cdn.skfmediahub.skf.com/api/public/094d5da74d018c78/png_highpreview/094d5da74d018c78_png_highpreview.png		
LHMT 68	SKF lánckenő olaj (közepes hő, poros körülmény)	https://cdn.skfmediahub.skf.com/api/public/0901d196809a883e/png_highpreview/0901d196809a883e_png_highpreview.png		
LHHT 250	SKF lánckenő olaj magas hőmérsékletre	https://cdn.skfmediahub.skf.com/api/public/0901d19680c38818/png_highpreview_800/0901d19680c38818_png_highpreview_800.png		
LK ... lap	SKF lap lánckerék	https://cdn.skfmediahub.skf.com/api/public/0901d19680bf1608/png_highpreview/0901d19680bf1608_png_highpreview.png		
TMMX	SKF lehúzó védőtakaró	https://cdn.skfmediahub.skf.com/api/public/0901d1968010bcdf/png_highpreview/0901d1968010bcdf_png_highpreview.png	https://cdn.skfmediahub.skf.com/api/public/09462fb554662fcb/png_highpreview/09462fb554662fcb_png_highpreview.png	
AH, AHX	SKF lehúzóhüvely	https://www.skf.com/webpim/0901d1968080a15d/png/0901d1968080a15d.png	https://www.skf.com/webpim/0901d19680398af5/0901d19680398af5.svg	
AOH	SKF lehúzóhüvely olajnyomásos szereléshez	https://www.skf.com/webpim/0901d196808df254/png/0901d196808df254.png	https://www.skf.com/webpim/0901d19680398afa/0901d19680398afa.svg	
HK	SKF lemezházas tűgörgős csapágy	https://www.skf.com/webpim/0901d196808e8b80/png/0901d196808e8b80.png	https://www.skf.com/webpim/0901d1968039dc59/0901d1968039dc59.svg	
HK ... RS	SKF lemezházas tűgörgős csapágy +egyoldali tömítés	https://cdn.skfmediahub.skf.com/api/public/0901d19680cb2d1f/png_highpreview/0901d19680cb2d1f_png_highpreview.png		
HK ... .2RS	SKF lemezházas tűgörgős csapágy +kétoldali tömítés	https://cdn.skfmediahub.skf.com/api/public/0901d19680cb2a5a/png_highpreview/0901d19680cb2a5a_png_highpreview.png		
BK	SKF lemezházas tűgörgős csapágy zárt véggel	https://www.skf.com/webpim/0901d196808e876e/png/0901d196808e876e.png	https://www.skf.com/webpim/0901d1968039dc5a/0901d1968039dc5a.svg	
TKSA 11	SKF lézeres tengelybeállító (okos)	https://cdn.skfmediahub.skf.com/api/public/0901d196804def99/png_highpreview/0901d196804def99_png_highpreview.png		
LGEM	SKF magas viszkozitású zsír MoS2 + grafit tartalmú	https://cdn.skfmediahub.skf.com/api/public/0901d196809a86e3/png_highpreview/0901d196809a86e3_png_highpreview.png		
TMDT 2-31	SKF mágneses hőszonda kemény felülethez (240°C)	https://cdn.skfmediahub.skf.com/api/public/09496797ca83c940/png_highpreview/09496797ca83c940_png_highpreview.png		
TMMR 120F, TMMR 160F, TMMR 200F, TMMR 250F, TMMR 350F, TMMR 40F, TMMR 60F, TMMR 80F	SKF megfordítható pofás lehúzó	https://cdn.skfmediahub.skf.com/api/public/0948a7aaec665811/png_highpreview/0948a7aaec665811_png_highpreview.png	https://cdn.skfmediahub.skf.com/api/public/0901d196804e036c/png_highpreview/0901d196804e036c_png_highpreview.png	
TMMR 160XL, TMMR 200XL, TMMR 250XL, TMMR 350XL	SKF megfordítható pofás lehúzó extra hosszú karral	https://cdn.skfmediahub.skf.com/api/public/094a41a2c65c22c0/png_highpreview/094a41a2c65c22c0_png_highpreview.png	https://cdn.skfmediahub.skf.com/api/public/0901d196804e03cb/png_highpreview/0901d196804e03cb_png_highpreview.png	
TMMR 8F/SET	SKF megfordítható pofás lehúzó klt.	https://cdn.skfmediahub.skf.com/api/public/0901d196804e0368/png_highpreview/0901d196804e0368_png_highpreview.png		
TMMR 8XL/SET	SKF megfordítható pofás lehúzó klt. extra hosszú	https://cdn.skfmediahub.skf.com/api/public/0901d196804e0369/png_highpreview/0901d196804e0369_png_highpreview.png		
TMMD 100	SKF mélyhornyú golyóscsapágy-kihúzó készlet	https://cdn.skfmediahub.skf.com/api/public/0901d1968010bccd/png_highpreview/0901d1968010bccd_png_highpreview.png		
1077600-1	SKF merev zsírzószár	https://cdn.skfmediahub.skf.com/api/public/0940058aada0be4c/png_highpreview/0940058aada0be4c_png_highpreview.png		
HMVA 42/200	SKF mérőóra adapter hidraulikus anyához	https://www.skf.com/webpim/09409f9a18c710e4/png/09409f9a18c710e4.png		
CMVA 90-M-CK-SL	SKF Microlog Analyzer dBX, standard változat	https://cdn.skfmediahub.skf.com/api/public/094e7cb4db102b0b/png_highpreview/094e7cb4db102b0b_png_highpreview.png		
TKRT 21	SKF multifunkcionális digitális fordulatszámmérő	https://cdn.skfmediahub.skf.com/api/public/0901d19680c36598/png_highpreview/0901d19680c36598_png_highpreview.png		
ASNH	SKF műanyag végfedél (álló csapágyházhoz)	https://www.skf.com/webpim/0901d1968080a144/png/0901d1968080a144.png	https://www.skf.com/webpim/0942f2a79b7d4ce9/0942f2a79b7d4ce9.svg	
FYWK EGYSÉG	SKF műanyag Y csapágyegység, négyszög alakú házzal	https://www.skf.com/webpim/0901d196803812c2/png/0901d196803812c2.png		
FYK EGYSÉG	SKF műanyag Y csapágyegység, négyzet alakú házzal	https://www.skf.com/webpim/0901d1968061255c/png/0901d1968061255c.png	https://www.skf.com/webpim/0901d196803d2af9/0901d196803d2af9.svg	
FYTBK EGYSÉG	SKF műanyag Y csapágyegység, ovális alakú házzal	https://www.skf.com/webpim/0901d19680644992/png/0901d19680644992.png		
FYWK 500	SKF műanyag Y csapágyház, négyszög alakú	https://www.skf.com/webpim/0901d19680809805/png/0901d19680809805.png		
FYK 500	SKF műanyag Y csapágyház, négyzet alakú (composit)	https://www.skf.com/webpim/0901d196808097fb/png/0901d196808097fb.png	https://www.skf.com/webpim/0901d196803d2db9/0901d196803d2db9.svg	
FYTBK 500	SKF műanyag Y csapágyház, ovális alakú (composit)	https://www.skf.com/webpim/0901d196808097fe/png/0901d196808097fe.png	https://www.skf.com/webpim/0901d196803d4eda/0901d196803d4eda.svg	https://www.skf.com/webpim/0901d196803d4ed9/0901d196803d4ed9.svg
SYK EGYSÉG	SKF műanyag, álló Y csapágyegység (composit)	https://www.skf.com/webpim/0901d19680644990/png/0901d19680644990.png		
SYK 500	SKF műanyag, álló Y csapágyház (composit)	https://www.skf.com/webpim/0901d19680809811/png/0901d19680809811.png	https://www.skf.com/webpim/0901d196803b79f9/0901d196803b79f9.svg	https://www.skf.com/webpim/0901d196803b79f8/0901d196803b79f8.svg
TMDT 2-43	SKF nagy teljesítményű felületi hőszonda (300°C)	https://cdn.skfmediahub.skf.com/api/public/0948579d24ba67fc/png_highpreview/0948579d24ba67fc_png_highpreview.png		
TMMP 10	SKF nagy teljesítményű háromkaros lehúzó (100kN)	https://cdn.skfmediahub.skf.com/api/public/09497f8bc360cc14/png_highpreview/09497f8bc360cc14_png_highpreview.png		
TMMP 15	SKF nagy teljesítményű háromkaros lehúzó (150kN)	https://cdn.skfmediahub.skf.com/api/public/0948b4b6d5e03945/png_highpreview/0948b4b6d5e03945_png_highpreview.png		
TMMP 6	SKF nagy teljesítményű háromkaros lehúzó (60kN)	https://cdn.skfmediahub.skf.com/api/public/0901d196807ef5b7/png_highpreview/0901d196807ef5b7_png_highpreview.png		
729126	SKF nagynyomású tömlő, 100MPa	https://cdn.skfmediahub.skf.com/api/public/0945e1933ce7a81c/png_highpreview/0945e1933ce7a81c_png_highpreview.png		
729834	SKF nagynyomású tömlő, 150MPa	https://cdn.skfmediahub.skf.com/api/public/0945e1933ce7a81c/png_highpreview/0945e1933ce7a81c_png_highpreview.png		
LGHP	SKF nagyteljesítményű polikarbamid csapágyzsír	https://cdn.skfmediahub.skf.com/api/public/0901d196809a877d/png_highpreview/0901d196809a877d_png_highpreview.png		
FPXU	SKF négypont-érintkezésű golyóscsapágy			
QJ	SKF négypont-érintkezésű golyóscsapágy	https://www.skf.com/webpim/0901d196808e4b21/png/0901d196808e4b21.png	https://www.skf.com/webpim/0901d1968038ee57/0901d1968038ee57.svg	
FPXA	SKF négypont-érintkezésű golyóscsapágy, vékony			
TMMA 100H/12-3	SKF nyitószerkezet TMMA 100 hidraulikus lehúzóhoz	https://cdn.skfmediahub.skf.com/api/public/094bb5ac34335d15/png_highpreview/094bb5ac34335d15_png_highpreview.png		
TMMA 60-3	SKF nyitószerkezet TMMA 60 mechanikus lehúzóhoz	https://cdn.skfmediahub.skf.com/api/public/09490f8aedcfecfe/png_highpreview/09490f8aedcfecfe_png_highpreview.png		
TMMA 75H/80-3	SKF nyitószerkezet TMMA 75 hidraulikus lehúzóhoz	https://cdn.skfmediahub.skf.com/api/public/0948c588103aeb36/png_highpreview/0948c588103aeb36_png_highpreview.png		
107758. ...	SKF nyomásmérő	https://cdn.skfmediahub.skf.com/api/public/0901d19680922acd/png_highpreview_800/0901d19680922acd_png_highpreview_800.png		
728619 E-3	SKF nyomásmérő	https://cdn.skfmediahub.skf.com/api/public/0901d19680922acd/png_highpreview_800/0901d19680922acd_png_highpreview_800.png		
728619-3	SKF nyomásmérő	https://cdn.skfmediahub.skf.com/api/public/0901d19680922acd/png_highpreview_800/0901d19680922acd_png_highpreview_800.png		
TLAT 10	SKF nyomtatható matricalap (10db)	https://cdn.skfmediahub.skf.com/api/public/0943f7bb015badc7/png_highpreview/0943f7bb015badc7_png_highpreview.png		
LAOS 66251	SKF Oil-Safe olajozó - 10 literes kanna	https://cdn.skfmediahub.skf.com/api/public/094726bad492d2c5/png_highpreview/094726bad492d2c5_png_highpreview.png		
LAOS 63595	SKF Oil-Safe olajozó - 3 literes kanna	https://cdn.skfmediahub.skf.com/api/public/094804b5c71c029b/png_highpreview/094804b5c71c029b_png_highpreview.png		
LAOS 63618	SKF Oil-Safe olajozó - 5 literes kanna	https://cdn.skfmediahub.skf.com/api/public/094c749ecd8a9011/png_highpreview/094c749ecd8a9011_png_highpreview.png		
LAOS 62499	SKF Oil-Safe olajozó - hosszabbító tömlő nyújtott	https://cdn.skfmediahub.skf.com/api/public/094e34ba3fdcd901/png_highpreview/094e34ba3fdcd901_png_highpreview.png		
LAOS 67265	SKF Oil-Safe olajozó - hosszabbító tömlő tömzsi	https://cdn.skfmediahub.skf.com/api/public/094c6bbe5930c7dd/png_highpreview/094c6bbe5930c7dd_png_highpreview.png		
LAOS 09095	SKF Oil-Safe olajozó - mini öntőcsőr, fekete	https://cdn.skfmediahub.skf.com/api/public/09448b9185a17ba7/png_highpreview/09448b9185a17ba7_png_highpreview.png		
LAOS 09125	SKF Oil-Safe olajozó - mini öntőcsőr, kék	https://cdn.skfmediahub.skf.com/api/public/094e7fa5690e687e/png_highpreview/094e7fa5690e687e_png_highpreview.png		
LAOS 09071	SKF Oil-Safe olajozó - mini öntőcsőr, lila	https://cdn.skfmediahub.skf.com/api/public/094fd388ffbdcbd0/png_highpreview/094fd388ffbdcbd0_png_highpreview.png		
